strategy,dataset,model,domain,mIoU,fwIoU,aAcc,mAcc,num_images
std_mixup,outside15k,pspnet_r50,clear_day,38.73,68.8584,79.3175,48.8021,1767.0
std_mixup,outside15k,pspnet_r50,cloudy,31.9313,67.5396,76.7546,40.667,174.0
std_mixup,outside15k,pspnet_r50,dawn_dusk,21.0874,47.4449,57.9548,31.7123,66.0
std_mixup,outside15k,pspnet_r50,night,23.9552,60.0217,72.6873,31.1371,87.0
std_mixup,outside15k,pspnet_r50,rainy,32.4966,51.2039,65.0675,43.4308,192.0
std_mixup,outside15k,pspnet_r50,snowy,32.9618,55.3033,67.7631,43.5915,182.0
std_mixup,outside15k,segformer_mit-b5,clear_day,51.3195,75.7049,85.0531,63.6934,1767.0
std_mixup,outside15k,segformer_mit-b5,cloudy,48.1858,77.1574,85.3954,59.5876,174.0
std_mixup,outside15k,segformer_mit-b5,dawn_dusk,36.9648,68.4559,79.4668,48.6313,66.0
std_mixup,outside15k,segformer_mit-b5,night,40.1916,73.3035,83.3156,50.9184,87.0
std_mixup,outside15k,segformer_mit-b5,rainy,43.7669,62.8104,75.5227,56.0376,192.0
std_mixup,outside15k,segformer_mit-b5,snowy,42.8784,67.489,78.0313,53.9997,182.0
std_randaugment,bdd10k,deeplabv3plus_r50,clear_day,43.6961,84.4751,91.1844,50.897,1016.0
std_randaugment,bdd10k,deeplabv3plus_r50,cloudy,47.2049,89.5079,94.1395,53.6492,230.0
std_randaugment,bdd10k,deeplabv3plus_r50,dawn_dusk,37.8984,85.1909,91.4727,44.9158,94.0
std_randaugment,bdd10k,deeplabv3plus_r50,night,24.8258,59.9772,75.2607,31.8446,92.0
std_randaugment,bdd10k,deeplabv3plus_r50,rainy,40.6966,80.5418,88.676,48.5152,200.0
std_randaugment,bdd10k,deeplabv3plus_r50,snowy,47.0517,84.3162,90.9748,54.4129,221.0
std_randaugment,bdd10k,pspnet_r50,clear_day,46.1377,84.7258,91.3954,53.5818,1016.0
std_randaugment,bdd10k,pspnet_r50,cloudy,47.9001,89.5092,94.1544,54.1969,230.0
std_randaugment,bdd10k,pspnet_r50,dawn_dusk,40.2369,85.8812,92.0238,46.0529,94.0
std_randaugment,bdd10k,pspnet_r50,night,28.0305,65.9291,79.3158,33.4122,92.0
std_randaugment,bdd10k,pspnet_r50,rainy,43.6729,81.5075,89.3477,51.3944,200.0
std_randaugment,bdd10k,pspnet_r50,snowy,50.9254,84.0477,90.9295,61.7994,221.0
std_randaugment,bdd10k,segformer_mit-b5,clear_day,51.485,86.1568,92.2508,59.285,1016.0
std_randaugment,bdd10k,segformer_mit-b5,cloudy,54.0868,90.6666,94.8698,60.4452,230.0
std_randaugment,bdd10k,segformer_mit-b5,dawn_dusk,47.045,86.9531,92.6591,54.5453,94.0
std_randaugment,bdd10k,segformer_mit-b5,night,33.1782,71.149,82.8925,39.9438,92.0
std_randaugment,bdd10k,segformer_mit-b5,rainy,51.4795,84.1243,91.1096,58.8588,200.0
std_randaugment,bdd10k,segformer_mit-b5,snowy,59.4439,86.2983,92.2794,68.5335,221.0
std_randaugment,idd-aw,deeplabv3plus_r50,clear_day,44.3907,73.3439,83.6624,54.4042,1650.0
std_randaugment,idd-aw,deeplabv3plus_r50,cloudy,45.134,88.3094,93.2435,54.4334,416.0
std_randaugment,idd-aw,deeplabv3plus_r50,dawn_dusk,41.8061,85.2757,91.4417,51.9308,112.0
std_randaugment,idd-aw,deeplabv3plus_r50,foggy,52.2682,91.3728,95.2112,62.5166,290.0
std_randaugment,idd-aw,deeplabv3plus_r50,night,38.1282,80.0643,88.0223,49.713,93.0
std_randaugment,idd-aw,deeplabv3plus_r50,rainy,41.1563,79.8462,88.2167,48.4959,204.0
std_randaugment,idd-aw,deeplabv3plus_r50,snowy,43.0548,74.3819,85.2095,50.4802,163.0
std_randaugment,idd-aw,pspnet_r50,clear_day,43.6548,72.855,83.3882,52.9919,1650.0
std_randaugment,idd-aw,pspnet_r50,cloudy,43.8947,88.1522,93.1872,52.1468,416.0
std_randaugment,idd-aw,pspnet_r50,dawn_dusk,42.8139,85.3842,91.6586,51.2174,112.0
std_randaugment,idd-aw,pspnet_r50,foggy,52.0681,91.6828,95.4314,59.8266,290.0
std_randaugment,idd-aw,pspnet_r50,night,41.909,81.5729,89.2934,50.8462,93.0
std_randaugment,idd-aw,pspnet_r50,rainy,43.033,80.4225,88.6403,50.0177,204.0
std_randaugment,idd-aw,pspnet_r50,snowy,43.8491,73.9241,85.0079,50.8266,163.0
std_randaugment,idd-aw,segformer_mit-b5,clear_day,46.9518,74.5536,84.5214,56.959,1650.0
std_randaugment,idd-aw,segformer_mit-b5,cloudy,48.0516,89.2843,93.8875,57.087,416.0
std_randaugment,idd-aw,segformer_mit-b5,dawn_dusk,48.3149,87.0024,92.6536,57.0814,112.0
std_randaugment,idd-aw,segformer_mit-b5,foggy,60.5076,93.5159,96.4896,68.8591,290.0
std_randaugment,idd-aw,segformer_mit-b5,night,48.0127,85.439,91.7072,56.8172,93.0
std_randaugment,idd-aw,segformer_mit-b5,rainy,46.9143,82.2087,89.7374,55.5846,204.0
std_randaugment,idd-aw,segformer_mit-b5,snowy,49.888,78.1036,87.5921,57.4849,163.0
std_randaugment,outside15k,deeplabv3plus_r50,clear_day,33.374,66.8573,77.5174,41.6207,1767.0
std_randaugment,outside15k,deeplabv3plus_r50,cloudy,30.9003,66.8457,76.2349,39.537,174.0
std_randaugment,outside15k,deeplabv3plus_r50,dawn_dusk,17.9415,43.8499,55.1651,27.9536,66.0
std_randaugment,outside15k,deeplabv3plus_r50,night,23.3471,60.0738,71.7062,31.2437,87.0
std_randaugment,outside15k,deeplabv3plus_r50,rainy,29.0839,44.9159,58.9422,38.9183,192.0
std_randaugment,outside15k,deeplabv3plus_r50,snowy,25.0472,47.0218,60.5251,33.6257,182.0
std_randaugment,outside15k,pspnet_r50,clear_day,38.0039,68.2789,78.3914,47.7343,1767.0
std_randaugment,outside15k,pspnet_r50,cloudy,31.9634,66.8407,75.4344,40.8931,174.0
std_randaugment,outside15k,pspnet_r50,dawn_dusk,22.4381,50.3185,61.3482,33.5544,66.0
std_randaugment,outside15k,pspnet_r50,night,25.1662,62.1653,74.8153,34.0569,87.0
std_randaugment,outside15k,pspnet_r50,rainy,31.4085,49.4034,62.2684,42.0897,192.0
std_randaugment,outside15k,pspnet_r50,snowy,32.2066,54.4702,66.6415,41.7493,182.0
std_randaugment,outside15k,segformer_mit-b5,clear_day,51.8414,75.7675,85.1092,64.3667,1767.0
std_randaugment,outside15k,segformer_mit-b5,cloudy,48.6952,77.4504,85.8325,60.0442,174.0
std_randaugment,outside15k,segformer_mit-b5,dawn_dusk,40.2478,69.6846,80.0258,51.2659,66.0
std_randaugment,outside15k,segformer_mit-b5,night,41.3368,73.9243,83.8772,51.6176,87.0
std_randaugment,outside15k,segformer_mit-b5,rainy,46.0693,62.9816,75.9462,57.8263,192.0
std_randaugment,outside15k,segformer_mit-b5,snowy,42.8129,68.2779,78.8863,52.4049,182.0
