strategy,dataset,model,domain,mIoU,mAcc,aAcc,fwIoU,num_images,strategy_type,gen_component,std_component,model_normalized,improvement
gen_Attribute_Hallucination,outside15k,deeplabv3plus_r50_ratio0p50,clear_day,32.47647919446632,41.715707911658214,76.27033607124541,65.2501477381773,1767,gen,gen_Attribute_Hallucination,,deeplabv3plus_r50,2.8500883578531173
gen_Attribute_Hallucination,outside15k,deeplabv3plus_r50_ratio0p50,cloudy,28.07340487415693,37.065169088146774,73.49721097398078,64.0305941251568,174,gen,gen_Attribute_Hallucination,,deeplabv3plus_r50,3.600555973564095
gen_Attribute_Hallucination,outside15k,deeplabv3plus_r50_ratio0p50,dawn_dusk,15.089783207643197,25.889817933568505,44.57760435162169,34.319443504241384,66,gen,gen_Attribute_Hallucination,,deeplabv3plus_r50,4.369487753544568
gen_Attribute_Hallucination,outside15k,deeplabv3plus_r50_ratio0p50,foggy,29.861760627095595,40.83973064794038,65.54798435520482,53.9414884676777,37,gen,gen_Attribute_Hallucination,,deeplabv3plus_r50,0.6375056265888972
gen_Attribute_Hallucination,outside15k,deeplabv3plus_r50_ratio0p50,night,17.936822162955185,25.202413334839008,59.61755774487024,49.16498332355627,87,gen,gen_Attribute_Hallucination,,deeplabv3plus_r50,2.9703631905196666
gen_Attribute_Hallucination,outside15k,deeplabv3plus_r50_ratio0p50,rainy,25.929199147289296,35.024300272644105,56.69516921043396,42.42849899805536,192,gen,gen_Attribute_Hallucination,,deeplabv3plus_r50,3.3138239670313325
gen_Attribute_Hallucination,outside15k,deeplabv3plus_r50_ratio0p50,snowy,21.029548404558646,30.205959976222147,57.223454150524766,44.63559015317175,182,gen,gen_Attribute_Hallucination,,deeplabv3plus_r50,2.1869935677720136
gen_Attribute_Hallucination,outside15k,pspnet_r50_ratio0p50,clear_day,38.60823630550129,49.57581347410155,79.26802297871734,68.7951555041328,1767,gen,gen_Attribute_Hallucination,,pspnet_r50,0.1964421918224275
gen_Attribute_Hallucination,outside15k,pspnet_r50_ratio0p50,cloudy,32.36081048335581,41.36413843541733,76.50430613550647,67.2710413522842,174,gen,gen_Attribute_Hallucination,,pspnet_r50,0.9697723191376184
gen_Attribute_Hallucination,outside15k,pspnet_r50_ratio0p50,dawn_dusk,21.137399590313244,30.331598241147105,60.20689877596769,48.61850238324374,66,gen,gen_Attribute_Hallucination,,pspnet_r50,3.7149698163883293
gen_Attribute_Hallucination,outside15k,pspnet_r50_ratio0p50,foggy,38.366128462741415,48.78634580215066,71.10963769861169,59.3326140592793,37,gen,gen_Attribute_Hallucination,,pspnet_r50,0.06331997841459724
gen_Attribute_Hallucination,outside15k,pspnet_r50_ratio0p50,night,23.80311872200335,31.99858275865263,72.19133925163884,60.816121057361315,87,gen,gen_Attribute_Hallucination,,pspnet_r50,0.7143689751462006
gen_Attribute_Hallucination,outside15k,pspnet_r50_ratio0p50,rainy,30.71420044431389,41.772739151422314,62.51311500867208,48.073532098151084,192,gen,gen_Attribute_Hallucination,,pspnet_r50,-1.8729358849064255
gen_Attribute_Hallucination,outside15k,pspnet_r50_ratio0p50,snowy,26.82183699187567,38.69258609783061,59.39101334456559,47.819124989454245,182,gen,gen_Attribute_Hallucination,,pspnet_r50,1.3155215798754227
gen_Attribute_Hallucination,outside15k,segformer_mit-b5_ratio0p50,clear_day,50.93097835281048,64.19334289187651,84.62802798449825,75.15873125975217,1767,gen,gen_Attribute_Hallucination,,segformer_mit-b5,0.024580862700219086
gen_Attribute_Hallucination,outside15k,segformer_mit-b5_ratio0p50,cloudy,46.72699634338585,57.7387222236597,84.82688377643454,76.28248283104143,174,gen,gen_Attribute_Hallucination,,segformer_mit-b5,1.623607787470121
gen_Attribute_Hallucination,outside15k,segformer_mit-b5_ratio0p50,dawn_dusk,35.782636737344234,46.92559059731361,78.3665165756688,66.61610378167195,66,gen,gen_Attribute_Hallucination,,segformer_mit-b5,2.613890917401136
gen_Attribute_Hallucination,outside15k,segformer_mit-b5_ratio0p50,foggy,46.625871782579715,56.94141374603047,79.84326336834881,68.83388498427236,37,gen,gen_Attribute_Hallucination,,segformer_mit-b5,-2.188132635522848
gen_Attribute_Hallucination,outside15k,segformer_mit-b5_ratio0p50,night,37.8988508453763,48.768754322085925,82.28474759507453,72.34122955835564,87,gen,gen_Attribute_Hallucination,,segformer_mit-b5,-2.1922708878154538
gen_Attribute_Hallucination,outside15k,segformer_mit-b5_ratio0p50,rainy,44.417118619518156,57.44982189967913,74.17397101720175,61.05236305668913,192,gen,gen_Attribute_Hallucination,,segformer_mit-b5,-0.8959235581156335
gen_Attribute_Hallucination,outside15k,segformer_mit-b5_ratio0p50,snowy,37.0792171586136,52.43097653574819,70.12382549243968,58.36103958070782,182,gen,gen_Attribute_Hallucination,,segformer_mit-b5,-0.2988572444713711
gen_CNetSeg,bdd10k,deeplabv3plus_r50_ratio0p50,clear_day,44.65692670754057,51.998091294043526,91.18014504149889,84.41293429710434,1016,gen,gen_CNetSeg,,deeplabv3plus_r50,2.6585705622951963
gen_CNetSeg,bdd10k,deeplabv3plus_r50_ratio0p50,cloudy,46.63128500439878,53.230920526140665,93.86391899378091,88.99569301428411,230,gen,gen_CNetSeg,,deeplabv3plus_r50,2.7901755502119343
gen_CNetSeg,bdd10k,deeplabv3plus_r50_ratio0p50,dawn_dusk,36.556173773383314,42.322854416992804,90.91938125812426,84.27602868397125,94,gen,gen_CNetSeg,,deeplabv3plus_r50,1.8970783836662548
gen_CNetSeg,bdd10k,deeplabv3plus_r50_ratio0p50,foggy,54.82072880210366,67.43592406902428,96.25104805431799,93.94940756794858,4,gen,gen_CNetSeg,,deeplabv3plus_r50,8.205643681581996
gen_CNetSeg,bdd10k,deeplabv3plus_r50_ratio0p50,night,21.07309856524001,29.253345249805697,67.20087144683093,55.24186151415271,92,gen,gen_CNetSeg,,deeplabv3plus_r50,1.7699239867006717
gen_CNetSeg,bdd10k,deeplabv3plus_r50_ratio0p50,rainy,40.8030446218873,49.356483842735315,87.28279914676635,78.51138587277983,200,gen,gen_CNetSeg,,deeplabv3plus_r50,3.1094651490374616
gen_CNetSeg,bdd10k,deeplabv3plus_r50_ratio0p50,snowy,47.486270256013036,55.127784280197666,89.71845121888626,82.16202253676663,221,gen,gen_CNetSeg,,deeplabv3plus_r50,3.5579998006152778
gen_CNetSeg,bdd10k,pspnet_r50_ratio0p50,clear_day,46.69337508417627,53.50171940428255,91.21532583526096,84.3917858320888,1016,gen,gen_CNetSeg,,pspnet_r50,2.1474258817161314
gen_CNetSeg,bdd10k,pspnet_r50_ratio0p50,cloudy,51.48891672438389,58.18275331893589,93.94856844640582,89.08234379587141,230,gen,gen_CNetSeg,,pspnet_r50,3.4642831478817158
gen_CNetSeg,bdd10k,pspnet_r50_ratio0p50,dawn_dusk,38.60484943914003,45.10623512524902,91.21320387429898,84.50653428019635,94,gen,gen_CNetSeg,,pspnet_r50,1.7179608037501524
gen_CNetSeg,bdd10k,pspnet_r50_ratio0p50,foggy,54.936903673507196,64.19352311414062,96.33355664425338,93.77771067461359,4,gen,gen_CNetSeg,,pspnet_r50,4.01357035731651
gen_CNetSeg,bdd10k,pspnet_r50_ratio0p50,night,23.697948961280826,30.617243067694382,71.59738133247214,58.073526341677415,92,gen,gen_CNetSeg,,pspnet_r50,1.7224672754136208
gen_CNetSeg,bdd10k,pspnet_r50_ratio0p50,rainy,43.70516648703852,51.20743286282221,88.22739384307009,79.70541581423609,200,gen,gen_CNetSeg,,pspnet_r50,0.5537106573545003
gen_CNetSeg,bdd10k,pspnet_r50_ratio0p50,snowy,52.267696344598136,61.81442433242853,90.49538867721641,83.33864883763152,221,gen,gen_CNetSeg,,pspnet_r50,3.99483853186355
gen_CNetSeg,bdd10k,segformer_mit-b5_ratio0p50,clear_day,51.543142015069655,59.67536548297209,92.17347812413533,86.02645045393868,1016,gen,gen_CNetSeg,,segformer_mit-b5,0.6575115610449558
gen_CNetSeg,bdd10k,segformer_mit-b5_ratio0p50,cloudy,53.82939195055625,60.89560523126356,94.61828363063198,90.27920732880496,230,gen,gen_CNetSeg,,segformer_mit-b5,1.047400311658528
gen_CNetSeg,bdd10k,segformer_mit-b5_ratio0p50,dawn_dusk,40.93135081185028,47.807378625630115,92.1635187324231,86.34855037592153,94,gen,gen_CNetSeg,,segformer_mit-b5,-1.4702247151443615
gen_CNetSeg,bdd10k,segformer_mit-b5_ratio0p50,foggy,57.99633559457729,73.88063753793595,96.62372383974221,94.34652330598078,4,gen,gen_CNetSeg,,segformer_mit-b5,1.9763044296224592
gen_CNetSeg,bdd10k,segformer_mit-b5_ratio0p50,night,28.817198396681793,37.01906307659013,76.9238882421499,64.81911575774767,92,gen,gen_CNetSeg,,segformer_mit-b5,0.393431158895698
gen_CNetSeg,bdd10k,segformer_mit-b5_ratio0p50,rainy,50.42990229755047,57.99370630295818,90.89654898656788,83.81573337365072,200,gen,gen_CNetSeg,,segformer_mit-b5,1.0378536167354895
gen_CNetSeg,bdd10k,segformer_mit-b5_ratio0p50,snowy,58.40045190915792,68.38880130393125,91.65853551664244,85.27753311876546,221,gen,gen_CNetSeg,,segformer_mit-b5,2.8280794975405996
gen_CNetSeg,idd-aw,deeplabv3plus_r50_ratio0p50,clear_day,43.43667899960043,52.730688873013506,83.12218387081406,72.49166081142346,1650,gen,gen_CNetSeg,,deeplabv3plus_r50,0.050436444143095116
gen_CNetSeg,idd-aw,deeplabv3plus_r50_ratio0p50,cloudy,32.676156347236315,43.08943821417815,86.24967682721957,78.01058078385489,416,gen,gen_CNetSeg,,deeplabv3plus_r50,2.6441973417928963
gen_CNetSeg,idd-aw,deeplabv3plus_r50_ratio0p50,dawn_dusk,28.805135987951054,37.877550284900096,85.36560286795645,76.48326484243998,112,gen,gen_CNetSeg,,deeplabv3plus_r50,1.9162211725565435
gen_CNetSeg,idd-aw,deeplabv3plus_r50_ratio0p50,foggy,24.14802141819621,33.563299022695965,83.64178586002058,74.51990588297012,290,gen,gen_CNetSeg,,deeplabv3plus_r50,3.134420462107503
gen_CNetSeg,idd-aw,deeplabv3plus_r50_ratio0p50,night,23.179029452182405,29.98478170336918,78.62973089379173,66.20738659495431,93,gen,gen_CNetSeg,,deeplabv3plus_r50,2.2106864837868336
gen_CNetSeg,idd-aw,deeplabv3plus_r50_ratio0p50,rainy,26.539029435934808,34.15427422882977,82.0284281359519,72.0100190137051,204,gen,gen_CNetSeg,,deeplabv3plus_r50,3.6446011754743104
gen_CNetSeg,idd-aw,deeplabv3plus_r50_ratio0p50,snowy,21.134439569959756,29.637951728670846,73.96901353553552,59.97351425332238,163,gen,gen_CNetSeg,,deeplabv3plus_r50,1.3040618824981678
gen_CNetSeg,idd-aw,pspnet_r50_ratio0p50,clear_day,43.74068009110218,53.134536451979876,83.33363949194764,72.8984654540715,1650,gen,gen_CNetSeg,,pspnet_r50,1.3913766771427163
gen_CNetSeg,idd-aw,pspnet_r50_ratio0p50,cloudy,32.457334228760814,42.5516578845874,86.86354060794966,78.52336497647863,416,gen,gen_CNetSeg,,pspnet_r50,2.1291027743529156
gen_CNetSeg,idd-aw,pspnet_r50_ratio0p50,dawn_dusk,27.65666375223311,38.92405647063934,82.04513688032551,71.17837845148546,112,gen,gen_CNetSeg,,pspnet_r50,0.6172311817957663
gen_CNetSeg,idd-aw,pspnet_r50_ratio0p50,foggy,24.608742281769867,35.49408814150009,82.57620165138984,72.44140991212996,290,gen,gen_CNetSeg,,pspnet_r50,1.4714340446127778
gen_CNetSeg,idd-aw,pspnet_r50_ratio0p50,night,21.16280193074285,33.031297760101616,66.17370529432101,50.333885627205674,93,gen,gen_CNetSeg,,pspnet_r50,0.7778150919523128
gen_CNetSeg,idd-aw,pspnet_r50_ratio0p50,rainy,25.76932188576332,34.539112866789736,80.79189080304329,70.55204043469115,204,gen,gen_CNetSeg,,pspnet_r50,1.906836322696524
gen_CNetSeg,idd-aw,pspnet_r50_ratio0p50,snowy,21.794425374914063,31.10188032287423,73.94367084963459,60.15028572338894,163,gen,gen_CNetSeg,,pspnet_r50,0.6644762430829196
gen_CNetSeg,idd-aw,segformer_mit-b5_ratio0p50,clear_day,46.9342677376484,56.81953167514674,84.51044338288986,74.56016070674508,1650,gen,gen_CNetSeg,,segformer_mit-b5,0.891137258892087
gen_CNetSeg,idd-aw,segformer_mit-b5_ratio0p50,cloudy,40.07497316316504,49.709902261758316,91.61312165725874,85.95567865971512,416,gen,gen_CNetSeg,,segformer_mit-b5,1.8787903198883953
gen_CNetSeg,idd-aw,segformer_mit-b5_ratio0p50,dawn_dusk,39.36748780790579,48.29800300089214,89.74808502825259,82.67996258998555,112,gen,gen_CNetSeg,,segformer_mit-b5,0.2082980723222292
gen_CNetSeg,idd-aw,segformer_mit-b5_ratio0p50,foggy,37.52864456766265,47.30263720519437,92.46494665314458,87.25606685979356,290,gen,gen_CNetSeg,,segformer_mit-b5,2.6581771134352508
gen_CNetSeg,idd-aw,segformer_mit-b5_ratio0p50,night,37.72636593867861,47.90015071805074,86.61393456867822,77.90296319862044,93,gen,gen_CNetSeg,,segformer_mit-b5,3.382101152660148
gen_CNetSeg,idd-aw,segformer_mit-b5_ratio0p50,rainy,32.63272510031419,43.69870096684985,83.66144840021678,74.19609473028027,204,gen,gen_CNetSeg,,segformer_mit-b5,2.416688603801063
gen_CNetSeg,idd-aw,segformer_mit-b5_ratio0p50,snowy,29.732275736477753,45.82322174666041,77.85938025807097,65.27398317025916,163,gen,gen_CNetSeg,,segformer_mit-b5,1.0826738195262067
gen_CNetSeg,mapillaryvistas,deeplabv3plus_r50_ratio0p50,clear_day,32.53451912470999,40.36315853148583,88.92225122422221,81.89829087266395,3226,gen,gen_CNetSeg,,deeplabv3plus_r50,0.2762510753689966
gen_CNetSeg,mapillaryvistas,deeplabv3plus_r50_ratio0p50,cloudy,32.77951620698852,41.899335321762905,90.77508174456082,84.89829618134986,1248,gen,gen_CNetSeg,,deeplabv3plus_r50,-0.5506731646254011
gen_CNetSeg,mapillaryvistas,deeplabv3plus_r50_ratio0p50,dawn_dusk,34.38239216883004,42.9547688486777,88.27901681264242,80.77971853956944,48,gen,gen_CNetSeg,,deeplabv3plus_r50,0.07796010052224034
gen_CNetSeg,mapillaryvistas,deeplabv3plus_r50_ratio0p50,foggy,35.04091732998493,44.09241360448967,86.79180851689091,80.1319631090369,27,gen,gen_CNetSeg,,deeplabv3plus_r50,1.8948128953750754
gen_CNetSeg,mapillaryvistas,deeplabv3plus_r50_ratio0p50,night,28.222371434198745,36.17101022469521,84.00827572669512,75.46930205415403,81,gen,gen_CNetSeg,,deeplabv3plus_r50,0.3848307078907389
gen_CNetSeg,mapillaryvistas,deeplabv3plus_r50_ratio0p50,rainy,29.59563694124742,38.37078785531399,84.77902469864812,76.25448696235489,166,gen,gen_CNetSeg,,deeplabv3plus_r50,0.7646331813067953
gen_CNetSeg,mapillaryvistas,deeplabv3plus_r50_ratio0p50,snowy,27.285378458945836,35.51057449163279,83.02894542419833,74.71475494017842,153,gen,gen_CNetSeg,,deeplabv3plus_r50,0.3548908769808783
gen_CNetSeg,mapillaryvistas,pspnet_r50_ratio0p50,clear_day,32.81859654496819,40.685560893890454,88.44169112960523,80.87379037462973,3226,gen,gen_CNetSeg,,pspnet_r50,0.9921344385803934
gen_CNetSeg,mapillaryvistas,pspnet_r50_ratio0p50,cloudy,32.97120696227956,42.1280609955614,90.15958278607098,83.74775611238552,1248,gen,gen_CNetSeg,,pspnet_r50,1.1119595633851738
gen_CNetSeg,mapillaryvistas,pspnet_r50_ratio0p50,dawn_dusk,35.39816149833013,42.85774515044067,87.52779165903726,79.3975996650491,48,gen,gen_CNetSeg,,pspnet_r50,-0.31661621574305343
gen_CNetSeg,mapillaryvistas,pspnet_r50_ratio0p50,foggy,33.13094652720448,43.26216301276955,86.17497196903935,79.53237384078889,27,gen,gen_CNetSeg,,pspnet_r50,2.279585007105201
gen_CNetSeg,mapillaryvistas,pspnet_r50_ratio0p50,night,28.00216662646392,35.855308431723245,83.46447414822049,73.93084046879336,81,gen,gen_CNetSeg,,pspnet_r50,0.002275211093941465
gen_CNetSeg,mapillaryvistas,pspnet_r50_ratio0p50,rainy,29.41928676830609,38.11127509992289,84.53610891319184,75.25858190509423,166,gen,gen_CNetSeg,,pspnet_r50,-0.3901254889716981
gen_CNetSeg,mapillaryvistas,pspnet_r50_ratio0p50,snowy,27.32260102442655,34.95876363530187,83.7844923430798,74.7379672340263,153,gen,gen_CNetSeg,,pspnet_r50,1.8707066017088572
gen_CNetSeg,mapillaryvistas,segformer_mit-b5_ratio0p50,clear_day,41.376527375622494,50.66644269088083,90.61513972888433,84.21288201388678,3226,gen,gen_CNetSeg,,segformer_mit-b5,0.960438310555709
gen_CNetSeg,mapillaryvistas,segformer_mit-b5_ratio0p50,cloudy,38.52725381038869,48.48332220442887,91.89456915244078,86.42434301831163,1248,gen,gen_CNetSeg,,segformer_mit-b5,0.30516393201057923
gen_CNetSeg,mapillaryvistas,segformer_mit-b5_ratio0p50,dawn_dusk,44.14282836320227,52.45220115921476,90.27068614959717,83.80485002533094,48,gen,gen_CNetSeg,,segformer_mit-b5,1.1278076978461655
gen_CNetSeg,mapillaryvistas,segformer_mit-b5_ratio0p50,foggy,35.57301345568705,45.17747647851802,89.66314527723524,82.66654383902076,27,gen,gen_CNetSeg,,segformer_mit-b5,-1.1049108718255454
gen_CNetSeg,mapillaryvistas,segformer_mit-b5_ratio0p50,night,34.48739796729966,44.42461178976564,88.2740209132065,80.59545577795565,81,gen,gen_CNetSeg,,segformer_mit-b5,-0.5051208218654182
gen_CNetSeg,mapillaryvistas,segformer_mit-b5_ratio0p50,rainy,37.85976125428455,47.89723756318413,88.54459050190017,81.00832980776485,166,gen,gen_CNetSeg,,segformer_mit-b5,1.987330965798229
gen_CNetSeg,mapillaryvistas,segformer_mit-b5_ratio0p50,snowy,37.25254744609691,45.82376103635956,86.50854023453456,78.13311858450865,153,gen,gen_CNetSeg,,segformer_mit-b5,1.512420426354062
gen_CNetSeg,outside15k,deeplabv3plus_r50_ratio0p50,clear_day,30.94111654974867,39.11148723680276,75.9563605800212,64.5268963222185,1767,gen,gen_CNetSeg,,deeplabv3plus_r50,1.3147257131354664
gen_CNetSeg,outside15k,deeplabv3plus_r50_ratio0p50,cloudy,25.603980669095865,34.41425837080739,72.20275045811445,61.45648322299817,174,gen,gen_CNetSeg,,deeplabv3plus_r50,1.1311317685030282
gen_CNetSeg,outside15k,deeplabv3plus_r50_ratio0p50,dawn_dusk,12.755960362091475,23.261350765376296,47.99593145197088,36.93256538254418,66,gen,gen_CNetSeg,,deeplabv3plus_r50,2.035664907992846
gen_CNetSeg,outside15k,deeplabv3plus_r50_ratio0p50,foggy,29.89110629201697,38.94227564474791,68.89219541807432,56.33349399332099,37,gen,gen_CNetSeg,,deeplabv3plus_r50,0.6668512915102731
gen_CNetSeg,outside15k,deeplabv3plus_r50_ratio0p50,night,17.495370762295064,24.627711652981816,62.083869144834324,48.362356883179324,87,gen,gen_CNetSeg,,deeplabv3plus_r50,2.5289117898595457
gen_CNetSeg,outside15k,deeplabv3plus_r50_ratio0p50,rainy,23.392780183918475,32.986023082043374,55.37717938423157,40.43381809637216,192,gen,gen_CNetSeg,,deeplabv3plus_r50,0.7774050036605118
gen_CNetSeg,outside15k,deeplabv3plus_r50_ratio0p50,snowy,18.864196796557337,29.673698849569007,52.19499776651572,37.867535485292024,182,gen,gen_CNetSeg,,deeplabv3plus_r50,0.02164195977070449
gen_CNetSeg,outside15k,pspnet_r50_ratio0p50,clear_day,38.483114707888696,48.238905426995615,78.94004644751212,68.35829340000753,1767,gen,gen_CNetSeg,,pspnet_r50,0.07132059420982984
gen_CNetSeg,outside15k,pspnet_r50_ratio0p50,cloudy,32.47419196591643,41.28804200180279,76.88381808927689,67.4216677765065,174,gen,gen_CNetSeg,,pspnet_r50,1.0831538016982378
gen_CNetSeg,outside15k,pspnet_r50_ratio0p50,dawn_dusk,18.635527698007532,29.542223398791528,55.65404602975556,43.437877989420805,66,gen,gen_CNetSeg,,pspnet_r50,1.2130979240826179
gen_CNetSeg,outside15k,pspnet_r50_ratio0p50,foggy,38.51705460723367,48.980866526262155,71.32911682128906,59.251620974979424,37,gen,gen_CNetSeg,,pspnet_r50,0.2142461229068502
gen_CNetSeg,outside15k,pspnet_r50_ratio0p50,night,22.97573521181826,29.669237184455096,71.48224403118265,59.09831831752648,87,gen,gen_CNetSeg,,pspnet_r50,-0.11301453503888936
gen_CNetSeg,outside15k,pspnet_r50_ratio0p50,rainy,30.195096261621547,42.06316736703042,59.93607838948568,45.657033862692415,192,gen,gen_CNetSeg,,pspnet_r50,-2.392040067598767
gen_CNetSeg,outside15k,pspnet_r50_ratio0p50,snowy,25.69059975262403,35.56702833288934,58.88273218175867,46.753015154624144,182,gen,gen_CNetSeg,,pspnet_r50,0.1842843406237833
gen_CNetSeg,outside15k,segformer_mit-b5_ratio0p50,clear_day,51.37867163023543,64.09688695113836,84.98170784657192,75.56649190645133,1767,gen,gen_CNetSeg,,segformer_mit-b5,0.47227414012517244
gen_CNetSeg,outside15k,segformer_mit-b5_ratio0p50,cloudy,44.63863149416944,55.89693797569576,83.58496523451531,74.91048969464991,174,gen,gen_CNetSeg,,segformer_mit-b5,-0.4647570617462904
