strategy,dataset,model,domain,mIoU,mAcc,aAcc,fwIoU,num_images,strategy_type,gen_component,std_component,model_normalized,improvement
gen_Qwen_Image_Edit,mapillaryvistas,pspnet_r50_ratio0p50,snowy,26.13014592709519,33.92165442641006,83.29041424919578,74.09723931100498,153,gen,gen_Qwen_Image_Edit,,pspnet_r50,0.6782515043774957
gen_Qwen_Image_Edit,mapillaryvistas,segformer_mit-b5_ratio0p50,clear_day,40.918558336756696,50.22354930728744,90.56527054391141,84.1418249870821,3226,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,0.5024692716899111
gen_Qwen_Image_Edit,mapillaryvistas,segformer_mit-b5_ratio0p50,cloudy,38.05721653619707,47.88589023401401,91.76005400144138,86.24405023186256,1248,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,-0.1648733421810462
gen_Qwen_Image_Edit,mapillaryvistas,segformer_mit-b5_ratio0p50,dawn_dusk,43.87228284086732,53.07544597588909,90.36187330881754,83.91545826126905,48,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,0.8572621755112166
gen_Qwen_Image_Edit,mapillaryvistas,segformer_mit-b5_ratio0p50,foggy,36.030714414198215,43.58340341922628,89.05114067925346,81.8701708929925,27,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,-0.6472099133143772
gen_Qwen_Image_Edit,mapillaryvistas,segformer_mit-b5_ratio0p50,night,35.13871854916913,45.309629978869566,87.93047681266879,79.81344868051674,81,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,0.14619976000405188
gen_Qwen_Image_Edit,mapillaryvistas,segformer_mit-b5_ratio0p50,rainy,36.27096021746479,46.39521448670588,87.76439069265342,79.84056988501563,166,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,0.3985299289784692
gen_Qwen_Image_Edit,mapillaryvistas,segformer_mit-b5_ratio0p50,snowy,37.02221406067871,45.99787172596735,86.37916465210759,77.66610001983769,153,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,1.2820870409358562
gen_Qwen_Image_Edit,outside15k,deeplabv3plus_r50_ratio0p50,clear_day,30.827126086769002,39.627014836420656,75.24230495036221,64.18198924118003,1767,gen,gen_Qwen_Image_Edit,,deeplabv3plus_r50,1.2007352501557982
gen_Qwen_Image_Edit,outside15k,deeplabv3plus_r50_ratio0p50,cloudy,26.737421808890478,36.17086084588404,72.52140045166016,62.37375135387335,174,gen,gen_Qwen_Image_Edit,,deeplabv3plus_r50,2.264572908297641
gen_Qwen_Image_Edit,outside15k,deeplabv3plus_r50_ratio0p50,dawn_dusk,12.640532533307052,25.33003903832513,46.4560942216353,34.764752900778326,66,gen,gen_Qwen_Image_Edit,,deeplabv3plus_r50,1.9202370792084231
gen_Qwen_Image_Edit,outside15k,deeplabv3plus_r50_ratio0p50,foggy,32.05139070120613,44.03503514079399,69.83938474912901,57.63889271173246,37,gen,gen_Qwen_Image_Edit,,deeplabv3plus_r50,2.827135700699433
gen_Qwen_Image_Edit,outside15k,deeplabv3plus_r50_ratio0p50,night,15.914437017512316,23.41316589095976,56.57696340275907,43.55476414897315,87,gen,gen_Qwen_Image_Edit,,deeplabv3plus_r50,0.9479780450767983
gen_Qwen_Image_Edit,outside15k,deeplabv3plus_r50_ratio0p50,rainy,24.616973763673684,33.46332945374925,55.56910832722982,41.477978353061076,192,gen,gen_Qwen_Image_Edit,,deeplabv3plus_r50,2.0015985834157206
gen_Qwen_Image_Edit,outside15k,deeplabv3plus_r50_ratio0p50,snowy,19.30044072051981,28.147691042873934,55.20513974703275,42.46597624021998,182,gen,gen_Qwen_Image_Edit,,deeplabv3plus_r50,0.4578858837331765
gen_Qwen_Image_Edit,outside15k,pspnet_r50_ratio0p50,clear_day,36.08648519758072,46.30024154861356,77.75613474994307,67.18877612281673,1767,gen,gen_Qwen_Image_Edit,,pspnet_r50,-2.3253089160981446
gen_Qwen_Image_Edit,outside15k,pspnet_r50_ratio0p50,cloudy,29.121732219404073,37.681527010382965,73.95433447826868,64.22391151853681,174,gen,gen_Qwen_Image_Edit,,pspnet_r50,-2.2693059448141213
gen_Qwen_Image_Edit,outside15k,pspnet_r50_ratio0p50,dawn_dusk,15.845797202141629,27.59849318963993,49.6717221809156,39.103396164408025,66,gen,gen_Qwen_Image_Edit,,pspnet_r50,-1.5766325717832856
gen_Qwen_Image_Edit,outside15k,pspnet_r50_ratio0p50,foggy,37.382150367514,47.23444904751923,71.68798704405089,59.179525541147136,37,gen,gen_Qwen_Image_Edit,,pspnet_r50,-0.9206581168128167
gen_Qwen_Image_Edit,outside15k,pspnet_r50_ratio0p50,night,22.34317228343129,29.710284332368726,70.81370298889863,57.848535862817904,87,gen,gen_Qwen_Image_Edit,,pspnet_r50,-0.7455774634258603
gen_Qwen_Image_Edit,outside15k,pspnet_r50_ratio0p50,rainy,27.833342777548825,40.0619844789475,57.42731889088949,42.903239247834755,192,gen,gen_Qwen_Image_Edit,,pspnet_r50,-4.753793551671489
gen_Qwen_Image_Edit,outside15k,pspnet_r50_ratio0p50,snowy,24.899317763315903,34.69276742801633,59.05834659115299,46.62674536466711,182,gen,gen_Qwen_Image_Edit,,pspnet_r50,-0.6069976486843451
gen_Qwen_Image_Edit,outside15k,segformer_mit-b5_ratio0p50,clear_day,51.823321236893946,64.09650715740844,84.84246686278053,75.33412456014769,1767,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,0.9169237467836879
gen_Qwen_Image_Edit,outside15k,segformer_mit-b5_ratio0p50,cloudy,45.16381245450331,56.35402066222692,83.81023626217898,75.263036564719,174,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,0.06042389858757957
gen_Qwen_Image_Edit,outside15k,segformer_mit-b5_ratio0p50,dawn_dusk,33.64039449088096,44.267792563156696,76.59646236535275,64.73271649958417,66,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,0.47164867093786
gen_Qwen_Image_Edit,outside15k,segformer_mit-b5_ratio0p50,foggy,47.75444382321776,57.66345850643868,80.17954439730258,68.79237235924153,37,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,-1.0595605948848004
gen_Qwen_Image_Edit,outside15k,segformer_mit-b5_ratio0p50,night,40.73200418192304,50.50104984776801,82.88559310737698,73.11030032349616,87,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,0.6408824487312828
gen_Qwen_Image_Edit,outside15k,segformer_mit-b5_ratio0p50,rainy,43.296815721791184,55.862324498097614,74.22542770703635,61.19928532357708,192,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,-2.016226455842606
gen_Qwen_Image_Edit,outside15k,segformer_mit-b5_ratio0p50,snowy,39.21833114551635,54.09088957632705,72.14031848278675,60.538303975970074,182,gen,gen_Qwen_Image_Edit,,segformer_mit-b5,1.8402567424313787
gen_SUSTechGAN,bdd10k,deeplabv3plus_r50_ratio0p50,clear_day,44.40255791223707,51.5565990517005,91.19823793197428,84.46478068103364,1016,gen,gen_SUSTechGAN,,deeplabv3plus_r50,2.4042017669916973
gen_SUSTechGAN,bdd10k,deeplabv3plus_r50_ratio0p50,cloudy,47.18615080614206,53.326045068247595,93.91882376233755,89.09098203046587,230,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.345041351955217
gen_SUSTechGAN,bdd10k,deeplabv3plus_r50_ratio0p50,dawn_dusk,37.15179886821283,43.3496590435373,91.07359797733037,84.50885910993716,94,gen,gen_SUSTechGAN,,deeplabv3plus_r50,2.49270347849577
gen_SUSTechGAN,bdd10k,deeplabv3plus_r50_ratio0p50,foggy,52.03724072289345,63.771218082847966,96.3446536899732,94.04261147266853,4,gen,gen_SUSTechGAN,,deeplabv3plus_r50,5.422155602371788
gen_SUSTechGAN,bdd10k,deeplabv3plus_r50_ratio0p50,night,20.962934476104856,29.430990973498467,69.13539416641304,55.802989836368724,92,gen,gen_SUSTechGAN,,deeplabv3plus_r50,1.6597598975655181
gen_SUSTechGAN,bdd10k,deeplabv3plus_r50_ratio0p50,rainy,41.4724250809257,49.37793928394993,87.68295683883309,79.02528313776932,200,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.778845608075862
gen_SUSTechGAN,bdd10k,deeplabv3plus_r50_ratio0p50,snowy,47.925976944795664,58.40058118986269,90.1054667212385,82.87554370151413,221,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.997706489397906
gen_SUSTechGAN,bdd10k,pspnet_r50_ratio0p50,clear_day,46.59007543944254,53.92871813674552,91.25595558573708,84.50470239641822,1016,gen,gen_SUSTechGAN,,pspnet_r50,2.0441262369824074
gen_SUSTechGAN,bdd10k,pspnet_r50_ratio0p50,cloudy,50.28364773157384,56.73642320049147,93.88242303170318,89.02628424633502,230,gen,gen_SUSTechGAN,,pspnet_r50,2.259014155071668
gen_SUSTechGAN,bdd10k,pspnet_r50_ratio0p50,dawn_dusk,37.57136635939085,43.82222994373614,91.11795451206065,84.47952833164723,94,gen,gen_SUSTechGAN,,pspnet_r50,0.6844777240009705
gen_SUSTechGAN,bdd10k,pspnet_r50_ratio0p50,foggy,53.56224129409354,64.27506804652698,96.17100547454255,93.65040191156243,4,gen,gen_SUSTechGAN,,pspnet_r50,2.6389079779028535
gen_SUSTechGAN,bdd10k,pspnet_r50_ratio0p50,night,23.360847296988943,30.206736076052508,72.27583000476537,58.15250284681355,92,gen,gen_SUSTechGAN,,pspnet_r50,1.3853656111217383
gen_SUSTechGAN,bdd10k,pspnet_r50_ratio0p50,rainy,43.06089199406081,50.85216497642816,88.274932935014,79.76127591877261,200,gen,gen_SUSTechGAN,,pspnet_r50,-0.09056383562320747
gen_SUSTechGAN,bdd10k,pspnet_r50_ratio0p50,snowy,53.56703579201142,63.30845854200934,90.65585539536293,83.6473632895392,221,gen,gen_SUSTechGAN,,pspnet_r50,5.2941779792768315
gen_SUSTechGAN,bdd10k,segformer_mit-b5_ratio0p50,clear_day,51.5747932153773,59.46716532245402,92.15737603569971,86.00208875454696,1016,gen,gen_SUSTechGAN,,segformer_mit-b5,0.6891627613525984
gen_SUSTechGAN,bdd10k,segformer_mit-b5_ratio0p50,cloudy,52.355960527266134,59.98978058978253,94.63140723731972,90.29469363922377,230,gen,gen_SUSTechGAN,,segformer_mit-b5,-0.4260311116315876
gen_SUSTechGAN,bdd10k,segformer_mit-b5_ratio0p50,dawn_dusk,43.189965929579664,50.38960957732371,92.01772592135524,86.13501166918542,94,gen,gen_SUSTechGAN,,segformer_mit-b5,0.7883904025850228
gen_SUSTechGAN,bdd10k,segformer_mit-b5_ratio0p50,foggy,54.185579647017946,69.81580132838837,96.59156295723939,94.26033540367146,4,gen,gen_SUSTechGAN,,segformer_mit-b5,-1.834451517936884
gen_SUSTechGAN,bdd10k,segformer_mit-b5_ratio0p50,night,28.769155679106756,36.97316594799258,76.42444247449161,64.64265361025447,92,gen,gen_SUSTechGAN,,segformer_mit-b5,0.3453884413206616
gen_SUSTechGAN,bdd10k,segformer_mit-b5_ratio0p50,rainy,51.39885857129005,58.99444029362878,90.91073816687145,83.83214866936342,200,gen,gen_SUSTechGAN,,segformer_mit-b5,2.0068098904750684
gen_SUSTechGAN,bdd10k,segformer_mit-b5_ratio0p50,snowy,59.9042310143617,69.6233667117514,91.75864252537427,85.50526685545434,221,gen,gen_SUSTechGAN,,segformer_mit-b5,4.331858602744376
gen_SUSTechGAN,idd-aw,deeplabv3plus_r50_ratio0p50,clear_day,43.441523709893026,52.66798264784849,82.24192265474898,71.33582110615039,1650,gen,gen_SUSTechGAN,,deeplabv3plus_r50,0.05528115443568993
gen_SUSTechGAN,idd-aw,deeplabv3plus_r50_ratio0p50,cloudy,33.175391546962274,43.33956733983775,86.89907408031765,79.46830129898484,416,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.1434325415188553
gen_SUSTechGAN,idd-aw,deeplabv3plus_r50_ratio0p50,dawn_dusk,30.11022608169125,39.28134185591938,86.40668684872838,78.10421967385437,112,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.2213112662967376
gen_SUSTechGAN,idd-aw,deeplabv3plus_r50_ratio0p50,foggy,25.61287807496798,34.8542947397594,85.59283869242864,77.86918009090675,290,gen,gen_SUSTechGAN,,deeplabv3plus_r50,4.599277118879275
gen_SUSTechGAN,idd-aw,deeplabv3plus_r50_ratio0p50,night,22.44012294712529,31.12134189595191,75.64544219616532,63.64469507626852,93,gen,gen_SUSTechGAN,,deeplabv3plus_r50,1.4717799787297174
gen_SUSTechGAN,idd-aw,deeplabv3plus_r50_ratio0p50,rainy,26.069101913312174,34.549393649388094,81.11640446209488,70.8794194806204,204,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.174673652851677
gen_SUSTechGAN,idd-aw,deeplabv3plus_r50_ratio0p50,snowy,21.85221005100261,31.708432022037737,74.64865587469836,60.90010975582987,163,gen,gen_SUSTechGAN,,deeplabv3plus_r50,2.021832363541023
gen_SUSTechGAN,idd-aw,pspnet_r50_ratio0p50,clear_day,43.323461793419796,52.55699908741066,83.06870527214565,72.48123192540412,1650,gen,gen_SUSTechGAN,,pspnet_r50,0.9741583794603343
gen_SUSTechGAN,idd-aw,pspnet_r50_ratio0p50,cloudy,32.15524533473778,42.566760996809805,87.09048220587397,79.27789409159924,416,gen,gen_SUSTechGAN,,pspnet_r50,1.8270138803298792
gen_SUSTechGAN,idd-aw,pspnet_r50_ratio0p50,dawn_dusk,26.99827435346907,37.08681300234218,82.27389502303147,71.51805883561114,112,gen,gen_SUSTechGAN,,pspnet_r50,-0.04115821696827382
gen_SUSTechGAN,idd-aw,pspnet_r50_ratio0p50,foggy,24.323748935603533,34.93907876617101,83.1873741515303,73.61076705772847,290,gen,gen_SUSTechGAN,,pspnet_r50,1.186440698446443
gen_SUSTechGAN,idd-aw,pspnet_r50_ratio0p50,night,19.878869770038378,30.722145160786013,66.43675475733019,50.106802440917406,93,gen,gen_SUSTechGAN,,pspnet_r50,-0.506117068752161
gen_SUSTechGAN,idd-aw,pspnet_r50_ratio0p50,rainy,24.54485685111525,32.69677923722862,80.14147339409229,69.52322850927074,204,gen,gen_SUSTechGAN,,pspnet_r50,0.6823712880484543
gen_SUSTechGAN,idd-aw,pspnet_r50_ratio0p50,snowy,22.002894630894872,31.241659090874663,74.11107094851064,60.03684592238599,163,gen,gen_SUSTechGAN,,pspnet_r50,0.8729454990637286
gen_SUSTechGAN,idd-aw,segformer_mit-b5_ratio0p50,clear_day,46.8226748505461,56.69864602528767,84.46563958292884,74.49179505438475,1650,gen,gen_SUSTechGAN,,segformer_mit-b5,0.7795443717897896
gen_SUSTechGAN,idd-aw,segformer_mit-b5_ratio0p50,cloudy,40.09995940536221,49.9350501610076,91.16274648144267,85.15257596765568,416,gen,gen_SUSTechGAN,,segformer_mit-b5,1.903776562085568
gen_SUSTechGAN,idd-aw,segformer_mit-b5_ratio0p50,dawn_dusk,39.54289631521592,48.19728447772197,89.53706262910299,82.28144007876463,112,gen,gen_SUSTechGAN,,segformer_mit-b5,0.38370657963236
gen_SUSTechGAN,idd-aw,segformer_mit-b5_ratio0p50,foggy,36.55285691304881,46.39546651535217,91.78233096696759,86.06261709454189,290,gen,gen_SUSTechGAN,,segformer_mit-b5,1.6823894588214046
gen_SUSTechGAN,idd-aw,segformer_mit-b5_ratio0p50,night,37.91760409747631,47.92595519819365,86.19345330586648,77.25300427999468,93,gen,gen_SUSTechGAN,,segformer_mit-b5,3.5733393114578433
gen_SUSTechGAN,idd-aw,segformer_mit-b5_ratio0p50,rainy,32.75099791450772,43.245760756165765,83.77172403378118,74.27803458989678,204,gen,gen_SUSTechGAN,,segformer_mit-b5,2.5349614179945945
gen_SUSTechGAN,idd-aw,segformer_mit-b5_ratio0p50,snowy,28.27967014576843,44.500936687890416,77.42675842366565,64.7118891076407,163,gen,gen_SUSTechGAN,,segformer_mit-b5,-0.36993177118311493
gen_SUSTechGAN,mapillaryvistas,deeplabv3plus_r50_ratio0p50,clear_day,31.524945465549,39.25664912690499,88.62172994122916,81.531850833651,3226,gen,gen_SUSTechGAN,,deeplabv3plus_r50,-0.7333225837919919
gen_SUSTechGAN,mapillaryvistas,deeplabv3plus_r50_ratio0p50,cloudy,31.629603723654682,40.26228908285837,90.68326002512222,84.77507605615779,1248,gen,gen_SUSTechGAN,,deeplabv3plus_r50,-1.7005856479592367
gen_SUSTechGAN,mapillaryvistas,deeplabv3plus_r50_ratio0p50,dawn_dusk,33.64895211205888,40.67315505495592,87.7387841542562,80.03957066420256,48,gen,gen_SUSTechGAN,,deeplabv3plus_r50,-0.655479956248918
gen_SUSTechGAN,mapillaryvistas,deeplabv3plus_r50_ratio0p50,foggy,33.31208502005048,43.223099710322785,87.49850237811053,80.86971397243747,27,gen,gen_SUSTechGAN,,deeplabv3plus_r50,0.16598058544062866
gen_SUSTechGAN,mapillaryvistas,deeplabv3plus_r50_ratio0p50,night,27.730232940026582,35.40243353296047,84.08896363811729,75.91581651426426,81,gen,gen_SUSTechGAN,,deeplabv3plus_r50,-0.10730778628142446
gen_SUSTechGAN,mapillaryvistas,deeplabv3plus_r50_ratio0p50,rainy,28.448357152980137,36.8274988695292,84.50441245573113,75.91684707780978,166,gen,gen_SUSTechGAN,,deeplabv3plus_r50,-0.38264660696048836
gen_SUSTechGAN,mapillaryvistas,deeplabv3plus_r50_ratio0p50,snowy,26.11420046670806,33.72963838177247,82.78267305660872,74.43324954523877,153,gen,gen_SUSTechGAN,,deeplabv3plus_r50,-0.8162871152568982
gen_SUSTechGAN,mapillaryvistas,pspnet_r50_ratio0p50,clear_day,32.8787770183906,40.49295720581208,88.30504798770912,80.59836620313523,3226,gen,gen_SUSTechGAN,,pspnet_r50,1.0523149120028066
gen_SUSTechGAN,mapillaryvistas,pspnet_r50_ratio0p50,cloudy,32.54680408875525,41.29870787138448,90.15521147312262,83.73164512196954,1248,gen,gen_SUSTechGAN,,pspnet_r50,0.687556689860866
gen_SUSTechGAN,mapillaryvistas,pspnet_r50_ratio0p50,dawn_dusk,36.39875346050999,44.37630554406845,87.98042138417563,80.10372839669995,48,gen,gen_SUSTechGAN,,pspnet_r50,0.6839757464368006
gen_SUSTechGAN,mapillaryvistas,pspnet_r50_ratio0p50,foggy,33.25363078229189,42.056859791158246,86.33500558358652,79.47062355590279,27,gen,gen_SUSTechGAN,,pspnet_r50,2.4022692621926147
gen_SUSTechGAN,mapillaryvistas,pspnet_r50_ratio0p50,night,29.326210814507103,36.97706053434563,83.27862303933979,73.2135878382986,81,gen,gen_SUSTechGAN,,pspnet_r50,1.3263193991371232
gen_SUSTechGAN,mapillaryvistas,pspnet_r50_ratio0p50,rainy,30.292119189167177,38.04330339610088,84.41383407776615,74.9806620106937,166,gen,gen_SUSTechGAN,,pspnet_r50,0.48270693188938907
gen_SUSTechGAN,mapillaryvistas,pspnet_r50_ratio0p50,snowy,26.786154093622727,34.59880267687087,83.8141696904999,74.46750530395397,153,gen,gen_SUSTechGAN,,pspnet_r50,1.334259670905034
gen_SUSTechGAN,mapillaryvistas,segformer_mit-b5_ratio0p50,clear_day,41.227542938369794,50.625222911216795,90.61254109940171,84.22887842242372,3226,gen,gen_SUSTechGAN,,segformer_mit-b5,0.8114538733030088
gen_SUSTechGAN,mapillaryvistas,segformer_mit-b5_ratio0p50,cloudy,37.746469308088955,47.24869825463168,91.77904862623947,86.26574033564795,1248,gen,gen_SUSTechGAN,,segformer_mit-b5,-0.47562057028915916
gen_SUSTechGAN,mapillaryvistas,segformer_mit-b5_ratio0p50,dawn_dusk,43.918307594622895,52.77940110463367,90.30702908833823,83.7525646823538,48,gen,gen_SUSTechGAN,,segformer_mit-b5,0.9032869292667911
gen_SUSTechGAN,mapillaryvistas,segformer_mit-b5_ratio0p50,foggy,34.06314324985335,43.41289660633774,89.67302110460069,82.59851763278606,27,gen,gen_SUSTechGAN,,segformer_mit-b5,-2.614781077659245
gen_SUSTechGAN,mapillaryvistas,segformer_mit-b5_ratio0p50,night,36.318932271719596,46.28916928695106,87.81477845745323,80.14128656160241,81,gen,gen_SUSTechGAN,,segformer_mit-b5,1.3264134825545213
gen_SUSTechGAN,mapillaryvistas,segformer_mit-b5_ratio0p50,rainy,36.36049482373844,47.23697329876689,88.0197295223374,80.40018464924236,166,gen,gen_SUSTechGAN,,segformer_mit-b5,0.48806453525212135
gen_SUSTechGAN,mapillaryvistas,segformer_mit-b5_ratio0p50,snowy,35.87917876752515,46.850166316484334,86.93736705904692,78.64971133408069,153,gen,gen_SUSTechGAN,,segformer_mit-b5,0.1390517477822968
gen_SUSTechGAN,outside15k,deeplabv3plus_r50_ratio0p50,clear_day,32.40389467008566,42.073441071276065,76.64875576707962,65.50134214259839,1767,gen,gen_SUSTechGAN,,deeplabv3plus_r50,2.7775038334724584
gen_SUSTechGAN,outside15k,deeplabv3plus_r50_ratio0p50,cloudy,28.378373898715825,38.07518544232878,74.3752380897259,64.32660207321324,174,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.9055249981229885
gen_SUSTechGAN,outside15k,deeplabv3plus_r50_ratio0p50,dawn_dusk,14.529199442510835,25.616348592262835,50.03776550292969,38.47520532147976,66,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.8089039884122062
gen_SUSTechGAN,outside15k,deeplabv3plus_r50_ratio0p50,foggy,31.880774444840053,41.850934212543464,66.29261326145482,54.22284699595005,37,gen,gen_SUSTechGAN,,deeplabv3plus_r50,2.6565194443333553
gen_SUSTechGAN,outside15k,deeplabv3plus_r50_ratio0p50,night,18.52356287267027,26.088070026718093,62.50342445812006,48.86471419600611,87,gen,gen_SUSTechGAN,,deeplabv3plus_r50,3.5571039002347504
gen_SUSTechGAN,outside15k,deeplabv3plus_r50_ratio0p50,rainy,26.734638981588333,36.62047271566936,56.88945849736532,42.476774988751366,192,gen,gen_SUSTechGAN,,deeplabv3plus_r50,4.119263801330369
gen_SUSTechGAN,outside15k,deeplabv3plus_r50_ratio0p50,snowy,20.934096279707646,31.399788214843223,58.03104232955765,45.491906728048384,182,gen,gen_SUSTechGAN,,deeplabv3plus_r50,2.091541442921013
gen_SUSTechGAN,outside15k,pspnet_r50_ratio0p50,clear_day,36.06491178122363,45.937320315291785,77.67085046773585,67.13738518347434,1767,gen,gen_SUSTechGAN,,pspnet_r50,-2.3468823324552375
gen_SUSTechGAN,outside15k,pspnet_r50_ratio0p50,cloudy,30.28721985273061,38.74342579358149,74.62267820862519,65.48243229406819,174,gen,gen_SUSTechGAN,,pspnet_r50,-1.1038183114875864
gen_SUSTechGAN,outside15k,pspnet_r50_ratio0p50,dawn_dusk,15.497675150399298,26.564519546578968,51.523266416607484,39.97540266830553,66,gen,gen_SUSTechGAN,,pspnet_r50,-1.924754623525617
gen_SUSTechGAN,outside15k,pspnet_r50_ratio0p50,foggy,37.48125332359626,46.67601846089349,72.59462717417125,60.20375276907197,37,gen,gen_SUSTechGAN,,pspnet_r50,-0.8215551607305542
gen_SUSTechGAN,outside15k,pspnet_r50_ratio0p50,night,23.1642476202842,30.638262670745014,70.06786390282642,57.97002556944,87,gen,gen_SUSTechGAN,,pspnet_r50,0.07549787342705017
gen_SUSTechGAN,outside15k,pspnet_r50_ratio0p50,rainy,27.81895619258649,37.922449503489375,57.67892201741537,43.7938467318226,192,gen,gen_SUSTechGAN,,pspnet_r50,-4.7681801366338235
gen_SUSTechGAN,outside15k,pspnet_r50_ratio0p50,snowy,26.408851653563964,37.97592207004622,61.37471461034083,48.45764075416891,182,gen,gen_SUSTechGAN,,pspnet_r50,0.9025362415637161
gen_SUSTechGAN,outside15k,segformer_mit-b5_ratio0p50,clear_day,51.360553732058776,64.16348074016301,84.65778111197143,75.14431253318499,1767,gen,gen_SUSTechGAN,,segformer_mit-b5,0.45415624194851745
gen_SUSTechGAN,outside15k,segformer_mit-b5_ratio0p50,cloudy,43.472550627717546,54.48762135992277,83.35379238786369,74.5233112561962,174,gen,gen_SUSTechGAN,,segformer_mit-b5,-1.6308379281981829
gen_SUSTechGAN,outside15k,segformer_mit-b5_ratio0p50,dawn_dusk,36.18328273123796,47.630591263295386,78.0847896229137,66.58284058913331,66,gen,gen_SUSTechGAN,,segformer_mit-b5,3.0145369112948615
gen_SUSTechGAN,outside15k,segformer_mit-b5_ratio0p50,foggy,47.132917813651865,57.05630946724358,79.70733642578125,68.14277371684629,37,gen,gen_SUSTechGAN,,segformer_mit-b5,-1.681086604450698
gen_SUSTechGAN,outside15k,segformer_mit-b5_ratio0p50,night,41.56304017358104,51.24404834020655,82.90928369280935,72.75214011358007,87,gen,gen_SUSTechGAN,,segformer_mit-b5,1.471918440389281
gen_SUSTechGAN,outside15k,segformer_mit-b5_ratio0p50,rainy,42.92645620322163,55.424444710259316,74.50207471847534,61.46415433805902,192,gen,gen_SUSTechGAN,,segformer_mit-b5,-2.3865859744121565
gen_SUSTechGAN,outside15k,segformer_mit-b5_ratio0p50,snowy,38.040976976608135,53.248109641952325,70.64969827840616,59.38836406699469,182,gen,gen_SUSTechGAN,,segformer_mit-b5,0.6629025735231622
gen_TSIT,bdd10k,deeplabv3plus_r50_ratio0p50,clear_day,44.35761860289519,52.08254809796916,91.01469133432542,84.1892799942585,1016,gen,gen_TSIT,,deeplabv3plus_r50,2.3592624576498125
gen_TSIT,bdd10k,deeplabv3plus_r50_ratio0p50,cloudy,44.864612272750946,51.16988800828698,93.61558334336532,88.63190509774284,230,gen,gen_TSIT,,deeplabv3plus_r50,1.0235028185641042
gen_TSIT,bdd10k,deeplabv3plus_r50_ratio0p50,dawn_dusk,36.402210741984916,42.53814409002087,90.76078274799141,84.03908444466815,94,gen,gen_TSIT,,deeplabv3plus_r50,1.743115352267857
gen_TSIT,bdd10k,deeplabv3plus_r50_ratio0p50,foggy,56.31497920442198,69.66173895781577,96.42757328160192,94.06545240913172,4,gen,gen_TSIT,,deeplabv3plus_r50,9.699894083900318
gen_TSIT,bdd10k,deeplabv3plus_r50_ratio0p50,night,21.393908633359928,28.505777072549186,66.86388105521512,55.02747193893427,92,gen,gen_TSIT,,deeplabv3plus_r50,2.09073405482059
gen_TSIT,bdd10k,deeplabv3plus_r50_ratio0p50,rainy,39.90903521003136,47.87419214454069,87.86018086546332,79.52669828166896,200,gen,gen_TSIT,,deeplabv3plus_r50,2.2154557371815216
gen_TSIT,bdd10k,deeplabv3plus_r50_ratio0p50,snowy,46.6778132993292,55.29839832533147,89.8903714845273,82.65627195206882,221,gen,gen_TSIT,,deeplabv3plus_r50,2.7495428439314438
gen_TSIT,bdd10k,pspnet_r50_ratio0p50,clear_day,45.31280169658981,52.16549825214104,91.18036752978955,84.36353200503405,1016,gen,gen_TSIT,,pspnet_r50,0.7668524941296724
gen_TSIT,bdd10k,pspnet_r50_ratio0p50,cloudy,50.849304178185065,57.49422035478259,93.8626433784493,88.98706333561941,230,gen,gen_TSIT,,pspnet_r50,2.8246706016828895
gen_TSIT,bdd10k,pspnet_r50_ratio0p50,dawn_dusk,37.53523515055128,43.34076566941009,91.24749150961287,84.66670735256011,94,gen,gen_TSIT,,pspnet_r50,0.6483465151613999
gen_TSIT,bdd10k,pspnet_r50_ratio0p50,foggy,48.36341456290413,58.51929192540349,95.9500920643793,93.49401753119513,4,gen,gen_TSIT,,pspnet_r50,-2.559918753286553
gen_TSIT,bdd10k,pspnet_r50_ratio0p50,night,23.280375721390346,30.902176600023466,70.87238322836706,57.18144135156496,92,gen,gen_TSIT,,pspnet_r50,1.3048940355231409
gen_TSIT,bdd10k,pspnet_r50_ratio0p50,rainy,42.77126735978467,50.149991915553315,88.3120679221115,79.84053531237397,200,gen,gen_TSIT,,pspnet_r50,-0.38018846989934474
gen_TSIT,bdd10k,pspnet_r50_ratio0p50,snowy,51.83347517863886,61.859840151142876,90.51055259104157,83.43133422626804,221,gen,gen_TSIT,,pspnet_r50,3.560617365904271
